Physics,Chemistry,Maths,Total,Category,Percentile,Rank
54,3,98,155,SC,80.07,39720
84,7,68,159,General,80.07,39720
14,68,77,159,General,80.07,39720
76,19,63,158,EWS,80.07,39720
25,77,56,158,EWS,80.07,39720
45,91,23,159,General,80.07,39720
67,4,88,159,General,80.07,39720
33,55,67,155,SC,80.07,39720
68,8,83,159,General,80.07,39720
64,11,82,157,OBC,80.07,39720
30,68,59,157,OBC,80.07,39720
88,41,30,159,General,80.07,39720
51,64,38,153,ST,80.07,39720
22,65,66,153,ST,80.07,39720
50,8,95,153,ST,80.07,39720
29,77,53,159,General,80.07,39720
21,59,77,157,OBC,80.07,39720
88,71,0,159,General,80.07,39720
97,36,25,158,EWS,80.07,39720
42,80,35,157,OBC,80.07,39720
36,69,54,159,General,80.07,39720
49,98,12,159,General,80.07,39720
78,39,42,159,General,80.07,39720
95,52,6,153,ST,80.07,39720
3,78,74,155,SC,80.07,39720
49,50,58,157,OBC,80.07,39720
54,91,14,159,General,80.07,39720
30,86,39,155,SC,80.07,39720
55,50,54,159,General,80.07,39720
77,35,47,159,General,80.07,39720
1,87,71,159,General,80.07,39720
82,33,42,157,OBC,80.07,39720
19,41,95,155,SC,80.07,39720
34,68,56,158,EWS,80.07,39720
77,9,73,159,General,80.07,39720
85,58,12,155,SC,80.07,39720
19,45,94,158,EWS,80.07,39720
97,15,47,159,General,80.07,39720
64,51,42,157,OBC,80.07,39720
16,53,90,159,General,80.07,39720
66,53,40,159,General,80.07,39720
75,52,31,158,EWS,80.07,39720
31,64,62,157,OBC,80.07,39720
50,68,40,158,EWS,80.07,39720
87,11,61,159,General,80.07,39720
23,51,79,153,ST,80.07,39720
5,88,64,157,OBC,80.07,39720
22,74,59,155,SC,80.07,39720
80,64,14,158,EWS,80.07,39720
84,21,52,157,OBC,80.07,39720
97,6,56,159,General,80.07,39720
33,39,87,159,General,80.07,39720
63,49,46,158,EWS,80.07,39720
45,46,68,159,General,80.07,39720
69,4,86,159,General,80.07,39720
56,17,85,158,EWS,80.07,39720
5,89,65,159,General,80.07,39720
89,14,50,153,ST,80.07,39720
85,42,30,157,OBC,80.07,39720
4,65,89,158,EWS,80.07,39720
20,59,80,159,General,80.07,39720
33,82,40,155,SC,80.07,39720
32,45,80,157,OBC,80.07,39720
71,15,73,159,General,80.07,39720
80,12,67,159,General,80.07,39720
94,29,34,157,OBC,80.07,39720
100,37,21,158,EWS,80.07,39720
89,35,35,159,General,80.07,39720
85,36,38,159,General,80.07,39720
17,96,44,157,OBC,80.07,39720
49,56,53,158,EWS,80.07,39720
29,54,72,155,SC,80.07,39720
78,34,47,159,General,80.07,39720
86,58,13,157,OBC,80.07,39720
72,50,37,159,General,80.07,39720
27,97,34,158,EWS,80.07,39720
40,43,74,157,OBC,80.07,39720
20,98,37,155,SC,80.07,39720
66,10,83,159,General,80.07,39720
66,1,88,155,SC,80.07,39720
74,51,32,157,OBC,80.07,39720
18,88,49,155,SC,80.07,39720
26,95,36,157,OBC,80.07,39720
37,79,42,158,EWS,80.07,39720
27,99,27,153,ST,80.07,39720
23,78,56,157,OBC,80.07,39720
22,95,41,158,EWS,80.07,39720
44,91,24,159,General,80.07,39720
32,67,60,159,General,80.07,39720
35,61,62,158,EWS,80.07,39720
86,28,45,159,General,80.07,39720
36,73,48,157,OBC,80.07,39720
32,68,58,158,EWS,80.07,39720
1,63,95,159,General,80.07,39720
33,69,55,157,OBC,80.07,39720
4,78,76,158,EWS,80.07,39720
76,12,71,159,General,80.07,39720
47,66,44,157,OBC,80.07,39720
32,41,86,159,General,80.07,39720
94,41,22,157,OBC,80.07,39720
95,24,36,155,SC,80.07,39720
57,20,76,153,ST,80.07,39720
3,75,79,157,OBC,80.07,39720
24,69,66,159,General,80.07,39720
94,41,24,159,General,80.07,39720
82,49,24,155,SC,80.07,39720
43,22,92,157,OBC,80.07,39720
58,28,71,157,OBC,80.07,39720
28,67,64,159,General,80.07,39720
31,59,69,159,General,80.07,39720
40,97,21,158,EWS,80.07,39720
54,87,17,158,EWS,80.07,39720
87,48,20,155,SC,80.07,39720
58,97,4,159,General,80.07,39720
40,98,17,155,SC,80.07,39720
76,47,36,159,General,80.07,39720
95,45,13,153,ST,80.07,39720
60,5,92,157,OBC,80.07,39720
29,58,72,159,General,80.07,39720
12,96,47,155,SC,80.07,39720
0,94,63,157,OBC,80.07,39720
3,75,79,157,OBC,80.07,39720
88,57,14,159,General,80.07,39720
83,31,43,157,OBC,80.07,39720
70,38,47,155,SC,80.07,39720
60,95,4,159,General,80.07,39720
38,36,85,159,General,80.07,39720
35,91,31,157,OBC,80.07,39720
64,56,35,155,SC,80.07,39720
1,74,80,155,SC,80.07,39720
7,89,61,157,OBC,80.07,39720
40,47,70,157,OBC,80.07,39720
68,33,58,159,General,80.07,39720
76,31,50,157,OBC,80.07,39720
72,81,6,159,General,80.07,39720
59,63,35,157,OBC,80.07,39720
38,30,87,155,SC,80.07,39720
37,83,33,153,ST,80.07,39720
39,76,42,157,OBC,80.07,39720
42,19,98,159,General,80.07,39720
61,47,49,157,OBC,80.07,39720
47,50,56,153,ST,80.07,39720
86,25,42,153,ST,80.07,39720
63,61,35,159,General,80.07,39720
87,27,45,159,General,80.07,39720
94,14,49,157,OBC,80.07,39720
79,17,57,153,ST,80.07,39720
99,8,52,159,General,80.07,39720
30,100,27,157,OBC,80.07,39720
66,72,21,159,General,80.07,39720
59,33,67,159,General,80.07,39720
53,43,61,157,OBC,80.07,39720
94,38,27,159,General,80.07,39720
85,28,42,155,SC,80.07,39720
58,57,42,157,OBC,80.07,39720
37,97,23,157,OBC,80.07,39720
18,93,46,157,OBC,80.07,39720
78,14,63,155,SC,80.07,39720
90,42,27,159,General,80.07,39720
58,68,33,159,General,80.07,39720
34,97,26,157,OBC,80.07,39720
49,36,74,159,General,80.07,39720
27,100,32,159,General,80.07,39720
65,30,62,157,OBC,80.07,39720
100,7,52,159,General,80.07,39720
17,72,68,157,OBC,80.07,39720
39,37,81,157,OBC,80.07,39720
97,21,41,159,General,80.07,39720
78,80,1,159,General,80.07,39720
26,82,51,159,General,80.07,39720
14,92,52,158,EWS,80.07,39720
65,27,67,159,General,80.07,39720
50,21,87,158,EWS,80.07,39720
87,59,13,159,General,80.07,39720
10,63,85,158,EWS,80.07,39720
38,56,63,157,OBC,80.07,39720
92,47,20,159,General,80.07,39720
38,43,78,159,General,80.07,39720
78,6,75,159,General,80.07,39720
39,67,53,159,General,80.07,39720
22,51,82,155,SC,80.07,39720
30,54,75,159,General,80.07,39720
81,56,20,157,OBC,80.07,39720
98,47,14,159,General,80.07,39720
26,99,34,159,General,80.07,39720
76,38,45,159,General,80.07,39720
64,83,6,153,ST,80.07,39720
40,69,50,159,General,80.07,39720
77,74,8,159,General,80.07,39720
77,28,52,157,OBC,80.07,39720
86,6,67,159,General,80.07,39720
19,59,81,159,General,80.07,39720
22,92,43,157,OBC,80.07,39720
57,5,96,158,EWS,80.07,39720
82,71,4,157,OBC,80.07,39720
79,30,50,159,General,80.07,39720
39,28,92,159,General,80.07,39720
34,67,58,159,General,80.07,39720
93,30,34,157,OBC,80.07,39720
74,55,29,158,EWS,80.07,39720
90,55,8,153,ST,80.07,39720
80,56,23,159,General,80.07,39720
42,77,40,159,General,80.07,39720
99,50,6,155,SC,80.07,39720
5,80,70,155,SC,80.07,39720
67,87,5,159,General,80.07,39720
75,38,42,155,SC,80.07,39720
45,63,51,159,General,80.07,39720
81,49,28,158,EWS,80.07,39720
29,52,76,157,OBC,80.07,39720
36,32,85,153,ST,80.07,39720
78,42,37,157,OBC,80.07,39720
35,69,55,159,General,80.07,39720
43,26,90,159,General,80.07,39720
79,51,28,158,EWS,80.07,39720
8,85,60,153,ST,80.07,39720
6,94,59,159,General,80.07,39720
67,89,3,159,General,80.07,39720
41,61,57,159,General,80.07,39720
7,72,80,159,General,80.07,39720
50,79,29,158,EWS,80.07,39720
61,40,56,157,OBC,80.07,39720
99,57,3,159,General,80.07,39720
95,7,55,157,OBC,80.07,39720
48,78,33,159,General,80.07,39720
68,39,48,155,SC,80.07,39720
47,42,66,155,SC,80.07,39720
73,20,66,159,General,80.07,39720
36,81,41,158,EWS,80.07,39720
12,54,91,157,OBC,80.07,39720
43,44,71,158,EWS,80.07,39720
39,50,69,158,EWS,80.07,39720
73,34,52,159,General,80.07,39720
76,20,63,159,General,80.07,39720
54,13,90,157,OBC,80.07,39720
82,41,35,158,EWS,80.07,39720
55,55,45,155,SC,80.07,39720
45,32,78,155,SC,80.07,39720
23,44,92,159,General,80.07,39720
24,38,97,159,General,80.07,39720
48,75,32,155,SC,80.07,39720
2,81,76,159,General,80.07,39720
36,50,67,153,ST,80.07,39720
52,54,52,158,EWS,80.07,39720
89,26,40,155,SC,80.07,39720
73,0,84,157,OBC,80.07,39720
56,99,0,155,SC,80.07,39720
76,79,2,157,OBC,80.07,39720
37,25,95,157,OBC,80.07,39720
65,40,52,157,OBC,80.07,39720
8,78,71,157,OBC,80.07,39720
94,54,5,153,ST,80.07,39720
7,50,100,157,OBC,80.07,39720
47,12,100,159,General,80.07,39720
88,9,62,159,General,80.07,39720
59,48,51,158,EWS,80.07,39720
65,86,2,153,ST,80.07,39720
97,45,13,155,SC,80.07,39720
54,8,93,155,SC,80.07,39720
52,53,52,157,OBC,80.07,39720
97,12,48,157,OBC,80.07,39720
38,87,32,157,OBC,80.07,39720
49,52,54,155,SC,80.07,39720
88,54,17,159,General,80.07,39720
90,21,48,159,General,80.07,39720
22,39,92,153,ST,80.07,39720
52,45,62,159,General,80.07,39720
47,21,90,158,EWS,80.07,39720
18,73,68,159,General,80.07,39720
71,29,59,159,General,80.07,39720
36,24,97,157,OBC,80.07,39720
77,62,19,158,EWS,80.07,39720
50,27,80,157,OBC,80.07,39720
79,16,64,159,General,80.07,39720
35,91,31,157,OBC,80.07,39720
99,55,3,157,OBC,80.07,39720
78,79,1,158,EWS,80.07,39720
80,69,10,159,General,80.07,39720
17,88,54,159,General,80.07,39720
80,50,28,158,EWS,80.07,39720
56,68,31,155,SC,80.07,39720
67,36,55,158,EWS,80.07,39720
10,57,88,155,SC,80.07,39720
24,74,60,158,EWS,80.07,39720
28,66,65,159,General,80.07,39720
49,23,87,159,General,80.07,39720
99,29,29,157,OBC,80.07,39720
33,59,65,157,OBC,80.07,39720
82,57,16,155,SC,80.07,39720
33,95,29,157,OBC,80.07,39720
80,7,72,159,General,80.07,39720
54,57,44,155,SC,80.07,39720
23,78,58,159,General,80.07,39720
13,51,91,155,SC,80.07,39720
43,83,29,155,SC,80.07,39720
67,82,4,153,ST,80.07,39720
51,92,14,157,EWS,79.9,40400
83,60,11,154,SC,79.9,40400
54,92,8,154,SC,79.9,40400
71,10,75,156,OBC,79.9,40400
33,97,22,152,ST,79.9,40400
66,28,62,156,OBC,79.9,40400
25,66,67,158,General,79.9,40400
43,72,43,158,General,79.9,40400
58,70,28,156,OBC,79.9,40400
67,87,2,156,OBC,79.9,40400
69,8,77,154,SC,79.9,40400
14,47,97,158,General,79.9,40400
48,65,44,157,EWS,79.9,40400
98,55,3,156,OBC,79.9,40400
72,46,40,158,General,79.9,40400
36,72,48,156,OBC,79.9,40400
16,68,68,152,ST,79.9,40400
49,45,62,156,OBC,79.9,40400
51,76,31,158,General,79.9,40400
62,41,53,156,OBC,79.9,40400
95,45,17,157,EWS,79.9,40400
6,73,79,158,General,79.9,40400
0,62,96,158,General,79.9,40400
63,47,48,158,General,79.9,40400
14,100,44,158,General,79.9,40400
56,85,17,158,General,79.9,40400
47,17,93,157,EWS,79.9,40400
75,30,47,152,ST,79.9,40400
61,58,39,158,General,79.9,40400
20,42,94,156,OBC,79.9,40400
17,74,65,156,OBC,79.9,40400
17,60,75,152,ST,79.9,40400
53,4,99,156,OBC,79.9,40400
26,58,73,157,EWS,79.9,40400
32,90,34,156,OBC,79.9,40400
60,12,86,158,General,79.9,40400
51,81,22,154,SC,79.9,40400
68,89,1,158,General,79.9,40400
94,9,49,152,ST,79.9,40400
15,78,61,154,SC,79.9,40400
54,86,14,154,SC,79.9,40400
92,62,0,154,SC,79.9,40400
50,23,81,154,SC,79.9,40400
52,83,23,158,General,79.9,40400
57,35,62,154,SC,79.9,40400
65,25,66,156,OBC,79.9,40400
41,48,69,158,General,79.9,40400
94,52,10,156,OBC,79.9,40400
34,75,47,156,OBC,79.9,40400
90,18,50,158,General,79.9,40400
95,27,36,158,General,79.9,40400
44,83,31,158,General,79.9,40400
43,71,44,158,General,79.9,40400
28,81,47,156,OBC,79.9,40400
74,32,52,158,General,79.9,40400
82,47,28,157,EWS,79.9,40400
85,47,26,158,General,79.9,40400
79,62,16,157,EWS,79.9,40400
17,80,59,156,OBC,79.9,40400
12,61,85,158,General,79.9,40400
90,17,49,156,OBC,79.9,40400
62,60,35,157,EWS,79.9,40400
65,40,53,158,General,79.9,40400
33,62,57,152,ST,79.9,40400
43,97,18,158,General,79.9,40400
59,13,86,158,General,79.9,40400
53,71,30,154,SC,79.9,40400
87,28,42,157,EWS,79.9,40400
44,62,46,152,ST,79.9,40400
60,13,81,154,SC,79.9,40400
82,18,58,158,General,79.9,40400
45,22,87,154,SC,79.9,40400
93,18,43,154,SC,79.9,40400
93,54,11,158,General,79.9,40400
64,30,64,158,General,79.9,40400
52,75,29,156,OBC,79.9,40400
10,48,94,152,ST,79.9,40400
100,13,43,156,OBC,79.9,40400
81,31,46,158,General,79.9,40400
12,55,89,156,OBC,79.9,40400
89,3,64,156,OBC,79.9,40400
43,95,18,156,OBC,79.9,40400
94,41,22,157,EWS,79.9,40400
100,29,27,156,OBC,79.9,40400
49,87,20,156,OBC,79.9,40400
59,67,28,154,SC,79.9,40400
53,54,49,156,OBC,79.9,40400
4,96,56,156,OBC,79.9,40400
60,58,38,156,OBC,79.9,40400
72,66,14,152,ST,79.9,40400
53,90,15,158,General,79.9,40400
5,59,94,158,General,79.9,40400
36,20,100,156,OBC,79.9,40400
22,55,77,154,SC,79.9,40400
89,31,38,158,General,79.9,40400
8,99,49,156,OBC,79.9,40400
4,78,70,152,ST,79.9,40400
66,89,3,158,General,79.9,40400
34,84,36,154,SC,79.9,40400
31,60,63,154,SC,79.9,40400
57,80,21,158,General,79.9,40400
22,58,76,156,OBC,79.9,40400
37,90,29,156,OBC,79.9,40400
80,29,43,152,ST,79.9,40400
46,90,18,154,SC,79.9,40400
16,52,84,152,ST,79.9,40400
40,32,82,154,SC,79.9,40400
26,39,93,158,General,79.9,40400
97,47,14,158,General,79.9,40400
88,40,30,158,General,79.9,40400
7,58,89,154,SC,79.9,40400
81,60,11,152,ST,79.9,40400
89,4,65,158,General,79.9,40400
73,65,20,158,General,79.9,40400
55,10,93,158,General,79.9,40400
31,56,67,154,SC,79.9,40400
25,56,77,158,General,79.9,40400
30,32,96,158,General,79.9,40400
26,54,76,156,OBC,79.9,40400
83,7,66,156,OBC,79.9,40400
54,54,48,156,OBC,79.9,40400
10,56,88,154,SC,79.9,40400
61,51,46,158,General,79.9,40400
81,48,28,157,EWS,79.9,40400
82,18,58,158,General,79.9,40400
84,35,39,158,General,79.9,40400
15,96,47,158,General,79.9,40400
90,44,20,154,SC,79.9,40400
52,65,37,154,SC,79.9,40400
96,2,59,157,EWS,79.9,40400
48,89,17,154,SC,79.9,40400
98,53,7,158,General,79.9,40400
74,84,0,158,General,79.9,40400
10,81,65,156,OBC,79.9,40400
88,3,63,154,SC,79.9,40400
99,12,45,156,OBC,79.9,40400
62,29,67,158,General,79.9,40400
50,40,66,156,OBC,79.9,40400
92,4,61,157,EWS,79.9,40400
3,77,78,158,General,79.9,40400
30,80,48,158,General,79.9,40400
36,80,42,158,General,79.9,40400
87,11,60,158,General,79.9,40400
29,80,45,154,SC,79.9,40400
100,53,1,154,SC,79.9,40400
62,31,65,158,General,79.9,40400
7,75,76,158,General,79.9,40400
100,55,3,158,General,79.9,40400
19,46,93,158,General,79.9,40400
47,30,81,158,General,79.9,40400
86,24,46,156,OBC,79.9,40400
75,11,72,158,General,79.9,40400
99,14,45,158,General,79.9,40400
86,32,38,156,OBC,79.9,40400
31,82,44,157,EWS,79.9,40400
88,54,15,157,EWS,79.9,40400
67,47,42,156,OBC,79.9,40400
44,89,25,158,General,79.9,40400
30,43,85,158,General,79.9,40400
34,33,85,152,ST,79.9,40400
85,4,65,154,SC,79.9,40400
93,29,35,157,EWS,79.9,40400
93,58,7,158,General,79.9,40400
10,68,78,156,OBC,79.9,40400
47,66,41,154,SC,79.9,40400
30,47,79,156,OBC,79.9,40400
62,21,74,157,EWS,79.9,40400
42,93,23,158,General,79.9,40400
65,59,30,154,SC,79.9,40400
38,95,19,152,ST,79.9,40400
40,94,24,158,General,79.9,40400
90,20,46,156,OBC,79.9,40400
62,28,64,154,SC,79.9,40400
10,97,49,156,OBC,79.9,40400
90,24,42,156,OBC,79.9,40400
3,53,100,156,OBC,79.9,40400
61,79,14,154,SC,79.9,40400
22,74,60,156,OBC,79.9,40400
66,89,1,156,OBC,79.9,40400
91,2,63,156,OBC,79.9,40400
36,79,41,156,OBC,79.9,40400
42,40,74,156,OBC,79.9,40400
77,14,65,156,OBC,79.9,40400
49,66,43,158,General,79.9,40400
10,76,71,157,EWS,79.9,40400
74,13,65,152,ST,79.9,40400
76,31,47,154,SC,79.9,40400
16,49,93,158,General,79.9,40400
66,78,10,154,SC,79.9,40400
24,90,44,158,General,79.9,40400
37,24,97,158,General,79.9,40400
100,42,12,154,SC,79.9,40400
23,75,56,154,SC,79.9,40400
92,47,17,156,OBC,79.9,40400
16,45,93,154,SC,79.9,40400
18,75,61,154,SC,79.9,40400
54,3,99,156,OBC,79.9,40400
47,74,37,158,General,79.9,40400
61,33,58,152,ST,79.9,40400
82,38,36,156,OBC,79.9,40400
88,63,7,158,General,79.9,40400
74,23,61,158,General,79.9,40400
20,71,67,158,General,79.9,40400
47,15,90,152,ST,79.9,40400
98,42,16,156,OBC,79.9,40400
78,10,70,158,General,79.9,40400
75,19,64,158,General,79.9,40400
88,66,0,154,SC,79.9,40400
55,33,64,152,ST,79.9,40400
15,89,54,158,General,79.9,40400
63,25,70,158,General,79.9,40400
14,86,56,156,OBC,79.9,40400
23,54,77,154,SC,79.9,40400
87,63,8,158,General,79.9,40400
27,70,59,156,OBC,79.9,40400
63,41,53,157,EWS,79.9,40400
51,62,43,156,OBC,79.9,40400
36,55,66,157,EWS,79.9,40400
28,60,66,154,SC,79.9,40400
68,65,25,158,General,79.9,40400
1,93,64,158,General,79.9,40400
37,36,84,157,EWS,79.9,40400
68,48,41,157,EWS,79.9,40400
16,100,40,156,OBC,79.9,40400
59,92,3,154,SC,79.9,40400
22,78,56,156,OBC,79.9,40400
65,15,72,152,ST,79.9,40400
18,92,48,158,General,79.9,40400
89,53,14,156,OBC,79.9,40400
56,72,28,156,OBC,79.9,40400
71,32,53,156,OBC,79.9,40400
70,41,47,158,General,79.9,40400
86,66,0,152,ST,79.9,40400
12,98,48,158,General,79.9,40400
11,91,56,158,General,79.9,40400
50,86,22,158,General,79.9,40400
55,60,43,158,General,79.9,40400
62,72,24,158,General,79.9,40400
47,97,14,158,General,79.9,40400
49,84,25,158,General,79.9,40400
3,69,85,157,EWS,79.9,40400
60,81,15,156,OBC,79.9,40400
63,29,62,154,SC,79.9,40400
65,11,81,157,EWS,79.9,40400
50,44,62,156,OBC,79.9,40400
60,82,15,157,EWS,79.9,40400
13,40,99,152,ST,79.9,40400
31,41,82,154,SC,79.9,40400
27,83,46,156,OBC,79.9,40400
62,5,89,156,OBC,79.9,40400
35,33,90,158,General,79.9,40400
44,72,40,156,OBC,79.9,40400
27,92,35,154,SC,79.9,40400
27,72,55,154,SC,79.9,40400
87,19,52,158,General,79.9,40400
6,69,79,154,SC,79.9,40400
99,7,50,156,OBC,79.9,40400
74,22,58,154,SC,79.9,40400
64,33,57,154,SC,79.9,40400
65,12,81,158,General,79.9,40400
65,30,63,158,General,79.9,40400
57,54,45,156,OBC,79.9,40400
84,12,60,156,OBC,79.9,40400
49,35,68,152,ST,79.9,40400
7,87,64,158,General,79.9,40400
76,63,17,156,OBC,79.9,40400
100,9,49,158,General,79.9,40400
27,85,45,157,EWS,79.9,40400
49,64,43,156,OBC,79.9,40400
54,60,42,156,OBC,79.9,40400
20,69,69,158,General,79.9,40400
54,48,56,158,General,79.9,40400
76,56,24,156,OBC,79.9,40400
96,39,23,158,General,79.9,40400
44,61,53,158,General,79.9,40400
70,68,20,158,General,79.9,40400
64,7,87,158,General,79.9,40400
68,56,34,158,General,79.9,40400
39,60,57,156,OBC,79.9,40400
78,6,70,154,SC,79.9,40400
31,26,97,154,SC,79.9,40400
68,1,85,154,SC,79.9,40400
55,83,20,158,General,79.9,40400
57,64,35,156,OBC,79.9,40400
65,14,79,158,General,79.9,40400
16,57,85,158,General,79.9,40400
14,52,90,156,OBC,79.9,40400
78,78,2,158,General,79.9,40400
71,22,61,154,SC,79.9,40400
27,82,48,157,EWS,79.9,40400
74,55,29,158,General,79.9,40400
37,53,66,156,OBC,79.9,40400
79,30,48,157,EWS,79.9,40400
70,2,84,156,OBC,79.9,40400
58,65,35,158,General,79.9,40400
95,21,42,158,General,79.9,40400
86,32,36,154,SC,79.9,40400
65,88,3,156,OBC,79.9,40400
36,94,28,158,General,79.9,40400
16,57,85,158,General,79.9,40400
51,10,95,156,OBC,79.9,40400
63,60,33,156,OBC,79.9,40400
96,12,44,152,ST,79.9,40400
56,85,17,158,General,79.9,40400
76,64,12,152,ST,79.9,40400
48,22,87,157,EWS,79.9,40400
94,3,55,152,ST,79.9,40400
0,69,85,154,SC,79.9,40400
17,88,51,156,OBC,79.9,40400
88,39,25,152,ST,79.9,40400
88,13,53,154,SC,79.9,40400
32,92,34,158,General,79.9,40400
43,41,72,156,OBC,79.9,40400
47,23,84,154,SC,79.9,40400
35,94,27,156,OBC,79.9,40400
100,5,51,156,OBC,79.9,40400
38,68,50,156,OBC,79.9,40400
47,20,91,158,General,79.9,40400
19,81,58,158,General,79.9,40400
59,29,68,156,OBC,79.9,40400
71,15,72,158,General,79.9,40400
94,30,34,158,General,79.9,40400
16,79,61,156,OBC,79.9,40400
2,100,52,154,SC,79.9,40400
20,44,93,157,EWS,79.9,40400
37,74,43,154,SC,79.9,40400
12,62,84,158,General,79.9,40400
44,25,89,158,General,79.9,40400
97,24,37,158,General,79.9,40400
26,55,77,158,General,79.9,40400
23,47,87,157,EWS,79.9,40400
85,44,27,156,OBC,79.9,40400
85,21,52,158,General,79.9,40400
51,91,16,158,General,79.9,40400
25,43,88,156,OBC,79.9,40400
52,93,13,158,General,79.9,40400
5,72,80,157,EWS,79.9,40400
8,90,54,152,ST,79.9,40400
69,18,71,158,General,79.9,40400
35,100,21,156,OBC,79.9,40400
76,52,29,157,EWS,79.9,40400
52,84,22,158,General,79.9,40400
48,45,61,154,SC,79.9,40400
88,39,29,156,OBC,79.9,40400
2,67,87,156,OBC,79.9,40400
6,83,63,152,ST,79.9,40400
44,47,61,152,ST,79.9,40400
24,90,44,158,General,79.9,40400
39,32,87,158,General,79.9,40400
37,89,30,156,OBC,79.9,40400
46,48,64,158,General,79.9,40400
55,59,42,156,OBC,79.9,40400
24,58,76,158,General,79.9,40400
62,10,83,155,OBC,79.72,41127
92,52,13,157,General,79.72,41127
26,99,31,156,EWS,79.72,41127
68,81,8,157,General,79.72,41127
24,48,83,155,OBC,79.72,41127
37,58,58,153,SC,79.72,41127
61,12,80,153,SC,79.72,41127
76,49,28,153,SC,79.72,41127
46,91,20,157,General,79.72,41127
92,28,37,157,General,79.72,41127
65,83,9,157,General,79.72,41127
87,1,69,157,General,79.72,41127
89,32,36,157,General,79.72,41127
47,91,15,153,SC,79.72,41127
61,72,22,155,OBC,79.72,41127
58,68,31,157,General,79.72,41127
14,88,54,156,EWS,79.72,41127
55,84,16,155,OBC,79.72,41127
61,86,8,155,OBC,79.72,41127
53,96,6,155,OBC,79.72,41127
90,12,53,155,OBC,79.72,41127
81,47,27,155,OBC,79.72,41127
50,17,88,155,OBC,79.72,41127
48,86,21,155,OBC,79.72,41127
62,17,78,157,General,79.72,41127
21,74,61,156,EWS,79.72,41127
41,27,83,151,ST,79.72,41127
21,56,74,151,ST,79.72,41127
45,90,20,155,OBC,79.72,41127
69,64,24,157,General,79.72,41127
78,12,65,155,OBC,79.72,41127
85,27,44,156,EWS,79.72,41127
76,31,46,153,SC,79.72,41127
1,73,83,157,General,79.72,41127
24,58,71,153,SC,79.72,41127
53,45,57,155,OBC,79.72,41127
89,47,20,156,EWS,79.72,41127
65,14,76,155,OBC,79.72,41127
62,65,30,157,General,79.72,41127
48,60,48,156,EWS,79.72,41127
71,23,63,157,General,79.72,41127
20,88,49,157,General,79.72,41127
81,17,57,155,OBC,79.72,41127
28,84,41,153,SC,79.72,41127
11,96,48,155,OBC,79.72,41127
63,11,81,155,OBC,79.72,41127
90,66,1,157,General,79.72,41127
82,3,71,156,EWS,79.72,41127
81,4,71,156,EWS,79.72,41127
92,25,38,155,OBC,79.72,41127
15,54,88,157,General,79.72,41127
2,60,95,157,General,79.72,41127
48,44,63,155,OBC,79.72,41127
10,99,48,157,General,79.72,41127
38,33,80,151,ST,79.72,41127
17,37,99,153,SC,79.72,41127
13,92,50,155,OBC,79.72,41127
46,76,33,155,OBC,79.72,41127
96,52,5,153,SC,79.72,41127
82,7,64,153,SC,79.72,41127
54,27,72,153,SC,79.72,41127
57,65,35,157,General,79.72,41127
64,72,21,157,General,79.72,41127
70,11,75,156,EWS,79.72,41127
99,57,1,157,General,79.72,41127
36,57,62,155,OBC,79.72,41127
64,72,21,157,General,79.72,41127
81,53,23,157,General,79.72,41127
66,56,35,157,General,79.72,41127
57,39,57,153,SC,79.72,41127
88,0,69,157,General,79.72,41127
75,44,38,157,General,79.72,41127
60,34,61,155,OBC,79.72,41127
60,34,61,155,OBC,79.72,41127
62,18,77,157,General,79.72,41127
16,66,73,155,OBC,79.72,41127
69,12,76,157,General,79.72,41127
63,14,74,151,ST,79.72,41127
39,73,45,157,General,79.72,41127
51,71,33,155,OBC,79.72,41127
37,92,28,157,General,79.72,41127
13,86,58,157,General,79.72,41127
72,61,24,157,General,79.72,41127
100,47,6,153,SC,79.72,41127
36,62,55,153,SC,79.72,41127
23,76,58,157,General,79.72,41127
24,53,78,155,OBC,79.72,41127
41,59,55,155,OBC,79.72,41127
39,95,23,157,General,79.72,41127
17,46,88,151,ST,79.72,41127
89,66,1,156,EWS,79.72,41127
6,60,91,157,General,79.72,41127
20,81,52,153,SC,79.72,41127
39,55,62,156,EWS,79.72,41127
84,3,70,157,General,79.72,41127
63,7,86,156,EWS,79.72,41127
80,64,13,157,General,79.72,41127
100,32,21,153,SC,79.72,41127
80,72,1,153,SC,79.72,41127
72,17,68,157,General,79.72,41127
24,58,75,157,General,79.72,41127
88,5,64,157,General,79.72,41127
69,77,11,157,General,79.72,41127
11,59,87,157,General,79.72,41127
24,78,51,153,SC,79.72,41127
60,6,91,157,General,79.72,41127
11,59,85,155,OBC,79.72,41127
32,35,90,157,General,79.72,41127
59,29,67,155,OBC,79.72,41127
41,26,90,157,General,79.72,41127
33,45,79,157,General,79.72,41127
55,87,13,155,OBC,79.72,41127
100,40,15,155,OBC,79.72,41127
63,76,18,157,General,79.72,41127
38,20,99,157,General,79.72,41127
59,23,75,157,General,79.72,41127
78,32,46,156,EWS,79.72,41127
4,53,99,156,EWS,79.72,41127
59,66,32,157,General,79.72,41127
97,18,36,151,ST,79.72,41127
32,76,48,156,EWS,79.72,41127
57,63,33,153,SC,79.72,41127
51,49,56,156,EWS,79.72,41127
30,74,49,153,SC,79.72,41127
50,11,94,155,OBC,79.72,41127
18,99,40,157,General,79.72,41127
79,33,44,156,EWS,79.72,41127
